qid,idEtiqueta,idUsuario,fecha,tiempoClick,fechaCarga,cuentaWeb,cuentaYA,qid,idCategoria,titulo,idioma,body,estado,prioritario,seguidores
20151026173127AAzrdDS,2,34,"2016-08-26 16:17:37",1,"2016-08-26 13:17:12",0,0,20151026173127AAzrdDS," Beauty & Style","
            I shaved my mustache! I'm a girl?
        ",EN," Hi! Well this is sort of not fun for me to type out, but I suppose I will get it over with. I've been getting bullied at school for having a slight mustache, and yesterday I impulsively shaved it off. Well the problem is, it's coming back darker and it's really noticeable as stubble! :( I have school tomorrow, and I can't stop crying. Is there anything I can do to hide it? I can't do this.
I'm 13. I also have very pale skin and pitch black hair so it makes it even more noticeable.
Also, I do not believe you can wax off stubble. Plus, my family doesn't really even have the money to spend on wax strips which sucks. Would makeup help cover it up?",0,1,0
20151026182734AAG0GNr,1,34,"2016-08-26 16:18:05",1,"2016-08-26 13:17:37",0,0,20151026182734AAG0GNr," Entertainment & Music","
            Found my friend and my dad having sex, and my friend is a boy. Do I tell mum or not.?
        ",EN,,1,1,0
20151026184753AAUULOy,5,34,"2016-08-26 16:18:28",3,"2016-08-26 13:18:06",0,0,20151026184753AAUULOy," Home & Garden","
            Can you grow outdoor cannabis plant indoor?
        ",EN,,1,1,0
20151026193418AAGoh0T,1,34,"2016-08-26 16:18:57",3,"2016-08-26 13:18:28",0,0,20151026193418AAGoh0T," Society & Culture","
            If I had no friends in old age, how would it affect my level of wellbeing at that stage of life?
        ",EN,"Most Senior Citizens seem not to care about friends. Does this suggest that I don't need to build friendships to prepare for a more fulfilling retirement life?",0,1,0
20151026213846AAyLOvF,5,34,"2016-08-26 16:19:19",1,"2016-08-26 13:18:57",0,0,20151026213846AAyLOvF," Pregnancy & Parenting","
            I just turned 31, I've been single all my life and know man wants me. I Just really want a baby, what should I do?
        ",EN,"I'm gonna die someday and they'll be nothing left of me, and I think I would be a good mother.",0,1,0
20151026222154AA9OCgv,3,34,"2016-08-26 16:19:41",1,"2016-08-26 13:19:19",0,0,20151026222154AA9OCgv," Computers & Internet","
            Why do some people make a second Facebook account?
        ",EN," I've noticed several people I'm friends with on Facebook are actually inactive profiles and have another account that I'm not friends with that they use more. Why don't they just delete their old accounts? I don't talk to them anyway so I am not going to add their new accounts, but I am curious though. What was wrong with their old accounts?",0,1,0
20151026231957AAVKrJS,3,34,"2016-08-26 16:19:59",3,"2016-08-26 13:19:41",0,0,20151026231957AAVKrJS," Business & Finance","
            What are the jobs available for ladies above 38?
        ",IN,,0,1,0
20151027024520AACXhZ4,3,34,"2016-08-26 16:21:22",53,"2016-08-26 13:19:59",0,0,20151027024520AACXhZ4," Pregnancy & Parenting","
            Could I be pregnant?
        ",UK," Yesterday at about 2-3PM I had protected sex with my boyfriend. I am 16, he is 17. We used a condom and during intercourse I don't think it split, it was also my first time.  
 
However, when he came, he came all over my stomach, and it was a lot. When we were finished, I sat up and a bit of semen trickled down to my vagina, but it only went onto the top of my clitoris.  
 
I wiped it off as soon as possible with baby wipes. I don't think any semen got near the entrance of my vagjna, but I think some may have gotten onto my labia. 
 
Do you think there is a possibility that I could be pregnant? I'm freaking out and don't know what I should do. 
 
There is no way that I can have a child at this time.  
 
I was thinking about going to my local pharmacy and collecting a morning after pill, is this a good idea? And can I get it for free? 
 
Also, my period is due in 3 days and I am really hoping it comes, however my best friend told me that if I keep worrying about being pregnant, it could delay my pregnancy. 
 
I am completely terrified, I don't know if I could be pregnant and I don't know what to do! There is no way I can tell my mum about this either.. 
 
Please help me..",1,1,0
20151027030248AAPCoIq,5,34,"2016-08-26 16:21:59",1,"2016-08-26 13:21:22",0,0,20151027030248AAPCoIq," Science & Mathematics","
            What is more important, an engine, or a generator?
        ",UK,"What I mean by that, is what is more crutial for something to work, the engine which powers everything, or the generator which creates the power?",0,1,0
20151027031654AAwiYXG,5,34,"2016-08-26 16:22:26",1,"2016-08-26 13:21:59",0,0,20151027031654AAwiYXG," Society & Culture","
            Dead language translator?
        ",UK,"Where can I find a translator from dead languages to english, or a site that has all the words used by dead languages but in english?",1,1,0
20151027033331AA7Qm3b,1,34,"2016-08-26 16:29:33",1,"2016-08-26 13:22:26",0,0,20151027033331AA7Qm3b," News & Events","
            Tories are liars that's why the Lords voted them down why people deny this fact?
        ",UK,,1,1,1
20151027062909AA7GkZW,5,34,"2016-08-26 16:29:45",1,"2016-08-26 13:29:33",0,0,20151027062909AA7GkZW," Science & Mathematics","
            Friction and momentum problem?
        ",EN," Typical ""taught something in class, given something else in the homework"" scenario 
Apparently this was a ""Conservation of Momentum"" hw. 
A 2kg object projected across a smooth horizontal surface at speed 22m/s. Coefficient of friction between object and surface is 0.3, how long does it take before the object comes to rest? 
Thanks for the responses.",1,1,0
20151027075931AAY6XT0,5,34,"2016-08-26 16:30:07",1,"2016-08-26 13:29:45",0,0,20151027075931AAY6XT0," Pregnancy & Parenting","
            Can babies say bad words?
        ",EN,,0,1,0
20151027080913AA0yU20,7,34,"2016-08-26 16:35:19",4,"2016-08-26 13:30:07",0,0,20151027080913AA0yU20," Science & Mathematics","
            How can we control traffic over bridges without divisors due to congestion ?
        ",IN,"
How can we control traffic over bridges without dividers due to congestion",1,1,0
20151027090858AATeZLW,5,34,"2016-08-26 16:37:09",1,"2016-08-26 13:35:19",0,0,20151027090858AATeZLW," Yahoo Products","
            Hello,
Please Yahoo request for payment to retrieve hacked account?
        ",EN,,0,1,0
20151027103223AAzuw1B,5,34,"2016-08-26 16:37:24",1,"2016-08-26 13:37:09",0,0,20151027103223AAzuw1B," Yahoo Products","
            How to eran money with yahoo answers?
        ",IN,"How to eran money with yahoo answers?",0,1,0
20151027112427AAO5jer,5,34,"2016-08-26 16:37:56",1,"2016-08-26 13:37:24",0,0,20151027112427AAO5jer," Consumer Electronics","
            Are subwoofers supposed to play normal sound?
        ",EN,"Recently I hooked up my home theater system and got it working thanks to this site, but I can't hear any sound coming from the subwoofer, I know it's for bass and as my manual said ""Explosions"". But does it play normal sound?",0,1,1
20151027115748AALWQEX,5,34,"2016-08-26 16:38:37",1,"2016-08-26 13:37:57",0,0,20151027115748AALWQEX," Sports","
            In the NBA, if someone misses their second free throw and a team mate gets the putback dunk does that count for the one or two points?
        ",UK,,0,1,0
20151027141733AA6Xji4,5,34,"2016-08-26 16:39:08",1,"2016-08-26 13:38:37",0,0,20151027141733AA6Xji4," Science & Mathematics","
            Why do people have sex?
        ",EN," Its filthy and animalistic. Some people justify it by saying that its an expression of love but i simply cant understand how someone can do something violent, filthy and disrespectful like that to someone theyre supposed to love. And other people say that it necessary in order to hve children, but my wife and i have 6 children, so thats obviously a filthy myth made up by lewd people looking for an excuse to fornicate.",1,1,0
20151027150057AAveUD7,5,34,"2016-08-26 16:39:20",1,"2016-08-26 13:39:08",0,0,20151027150057AAveUD7," News & Events","
            Do commercials/ advertisements even work ?
        ",EN,,0,1,0
20151027151125AAe6he3,1,34,"2016-08-26 16:39:54",1,"2016-08-26 13:39:20",0,0,20151027151125AAe6he3," Entertainment & Music","
            I need seven beautiful celebrities that are not on this list, can you help or name any?
        ",EN," Thandie Newton, Gabrielle Union, Charlize Theron, Gwenyth Paltrow, Elizabeth Banks, Eva Mendes, Elizabeth Shue, Olivia Wilde, Rachel McAdams, Halle Berry, Angelina Jolie, Piper Perabo, Ashley Judd, Patricia Arquette, Jennifer Connolly, Kate Beckinsale, Jessica Alba, Uma Thurman, Scarlet Johanson, Kate Hudson, Eva Longoria, Megan Fox, Beyoncé Knowles, Joey Lauren Adams, Natasha Henstridge, Milla Jovovich, Jenifer Garner, Katherine Heigl, Lucy Liu, Jennifer Lawrence, Keira Knightly, Margot Robbie, Mila Kunis, Emma Stone, Kristen Bell, Natalie Portman, Emma Watson, Kalie Cuoco, Emily Blunt",0,1,8
20151027162802AAjPkgI,5,34,"2016-08-26 16:40:21",1,"2016-08-26 13:39:54",0,0,20151027162802AAjPkgI," Health","
            I m breaking out really bad?
        ",EN," I ve never had bad pimples but now out of nowhere I ve been breaking out really bad. I eat healthy and drink water so there s no reason I should be breaking out. I ve never had terrible pimples, but now it s all over my face. I ve tried everything(toothpaste, tea tree oil, honey, lemon, hydrogen peroxide) everything these pimples aren t going away. What do I do?",0,1,0
20151027172816AAKZkxF,3,34,"2016-08-26 16:40:55",2,"2016-08-26 13:40:21",0,0,20151027172816AAKZkxF," Consumer Electronics","
            Why doesn't major retailers in the U.S sell region free Blu-ray players?
        ",EN,,1,1,0
20151027174537AAQwDgX,1,34,"2016-08-26 16:41:16",1,"2016-08-26 13:40:55",0,0,20151027174537AAQwDgX," Consumer Electronics","
            I need a consumer camera/camcorder with USB video output. Suggest models?
        ",EN,"I've seen cams having various digital outputs like HDMI and FireWire, which are very similar with USB, but the problem is none of the laptops actually has FireWire or HDMI input.  Why is it so hard to find a decent camera with USB output, when most of the cheap webcams cams ($20-$100) utilize this technology?",1,1,0
20151027180358AA60KqN,7,34,"2016-08-26 16:41:33",1,"2016-08-26 13:41:16",0,0,20151027180358AA60KqN," News & Events","
            What are the current alternatives that are being used to combat the obesity crisis in Australia?
        ",AU,"And what are the effects on the human body of these treatments?",1,1,1
20151028055526AAQjvGp,3,34,"2016-08-26 16:42:00",2,"2016-08-26 13:41:33",0,0,20151028055526AAQjvGp," Health","
            Chances of having multiple STD's?
        ",EN,"I just found out I have chlymidia but I felt no symptoms. now I'm just worried I have other things. but are the chances of me having more things all at once without any symptoms high? or am I just scared?",1,1,0
20151028061202AAVe4bP,1,34,"2016-08-26 16:47:09",3,"2016-08-26 13:42:00",0,0,20151028061202AAVe4bP," News & Events","
            God wasn't mentioned once in this programme about suicide the programme went nowhere - just like we are going nowhere without God -?
        ",UK,"
http://www.bbc.co.uk/mediacentre/proginf... 
 
it made out going to a shrink will make someone feel better than going to church - shame on you  you BBC why should I pay my licence
if you are considering suicide won't it cross your mind about where you go after or meeting your maker
does BBC think we are all infidels ?
OK church isn't the best place to connect to God but how can God be left when we are supposed to be a Christian country and the statistics are desperately sad -  all possible solutions should be looked into",0,1,0
20151028122714AA6mXcC,3,34,"2016-08-26 16:47:25",1,"2016-08-26 13:47:09",0,0,20151028122714AA6mXcC," Consumer Electronics","
            Speakers or headphones?
        ",EN,"and why",0,1,0
20151028124443AAJqhlM,3,34,"2016-08-26 16:47:41",4,"2016-08-26 13:47:25",0,0,20151028124443AAJqhlM," Education & Reference","
            Help with interacting with an autistic child!?
        ",EN," Help! I am training to do applied behavioral analysis and I work in a clinic with autistic children. Im currently working with one now but I get completely stuck when interacting with them and can't even play or implement aba principles. What do I do? How do I make it where I am comfortable? I just got this job and It feels like it is so much harder than I need it to be. I know it all on paper, but when it comes to actually doing it I completely blank and the child runs away and refuses to participate",1,1,0
20151028130150AAkKGwn,5,34,"2016-08-26 16:47:56",1,"2016-08-26 13:47:41",0,0,20151028130150AAkKGwn," Yahoo Products","
            Need yahoo password?
        ",EN,,0,1,0
20151028131431AAHLsQA,5,34,"2016-08-26 16:48:18",1,"2016-08-26 13:47:56",0,0,20151028131431AAHLsQA," Society & Culture","
            Is it okay to be Gay?
        ",CA,,0,1,0
20151028154202AA9pDbL,3,34,"2016-08-26 16:48:36",1,"2016-08-26 13:48:18",0,0,20151028154202AA9pDbL," Dining Out","
            Any resturant in the Durham NC area that sells the whole crab, or lobster? The whole king sized body?
        ",EN,,0,1,0
20151028154331AAjaA9L,3,34,"2016-08-26 16:48:56",1,"2016-08-26 13:48:37",0,0,20151028154331AAjaA9L," Cars & Transportation","
            How to become A Metra train Enginer?
        ",EN,"How does one become a train Driver for Metra or any railroad in General?",0,1,0
20151028170221AAAaF37,1,34,"2016-08-26 16:49:16",1,"2016-08-26 13:48:57",0,0,20151028170221AAAaF37," Education & Reference","
            I need some names for a play group of Autistic children. Any Ideas?
        ",EN,"
Thank You J-Dawn and Murzy. Great ideas!",1,1,0
20151028183914AAeygqE,1,34,"2016-08-26 16:49:32",2,"2016-08-26 13:49:16",0,0,20151028183914AAeygqE," Arts & Humanities","
            Why do we even bother living?
        ",EN," Why do we even bother to acquire knowledge. Why do we even bother to stay in shape. Why do we even bother to achieve perfection. Why do we even bother to spend all of our energies to acquire such things. 
Please give a reason to go after this""Perfection"", after all if we're alive, we don't have much of choice, we have to pursue this kind of thing.",0,1,16
20151028232423AAg47gb,5,34,"2016-08-26 16:50:04",1,"2016-08-26 13:49:32",0,0,20151028232423AAg47gb," Environment","
            How long can a population of 7.3B people survive by eating each other?
        ",AU,"Say there's a nucular winter, or maybe a bee extinction, and all the crops fail. If we resort to eating each other as a means to survive, how long might a population of 7.3-billion people last before an inevitable extinction occurs?",1,1,0
20151029022439AAMNK75,5,34,"2016-08-26 16:50:24",1,"2016-08-26 13:50:04",0,0,20151029022439AAMNK75," Games & Recreation","
            Why are most parents so against gaming?
        ",UK," It just seems like whenever their child wants to play computer/video games, most parents are really against it and try to put blocks on their computer to block them from playing games. Not just violent/adult games, even if the game is non-violent and appropriate for the age of the parent's child, they seem to be against practically all games. Not necessarily people who are ADDICTED, even people who only play a bit. It just seems like most parents hate them for some reason...anyone know why?",0,1,2
20151029053744AA4UMX0,5,34,"2016-08-26 16:50:58",1,"2016-08-26 13:50:24",0,0,20151029053744AA4UMX0," Science & Mathematics","
            Is Science a human construct or a body of immutable laws of God and read by human intelligence?
        ",UK,"
 Best to condense the question to posit the question as if Science and its immutable laws exist even without humanity.Mans methodology happens  to observe such laws whether  scientific  moral and arguably  spiritual as well is it not? Therefore,""Are laws of science immutable whether with or without human commentary?""",1,1,0
20151029075311AAN1v4l,3,34,"2016-08-26 16:55:03",1,"2016-08-26 13:50:58",0,0,20151029075311AAN1v4l," Society & Culture","
            How to stop masturbating as a Muslim?
        ",EN," Only Muslims, answer please, I'm not about to change my religion.  
 
So I'm a fourteen year old struggling boy trying to become a good Muslim. I try my best to pray five times a day, read Quran regularly and etc.  
 
However, one problem which remains is that of masturbation.  
 
I've searched it up multiple times, but I never find a decent method.  
 
They say to think about people close to you who'd be disappointed and remember Allah swt, but when I suddenly feel a desire, it's as if I lose all my mind and do not come back to my senses until after the deed is done.  
 
Because of this, I even miss Salat often due to not being clean.  
 
I've pleaded with Allah swt many times, but now that this has been going on for so a year already, I'm losing hope.  
 
Sometimes I manage to stop for a few weeks but then I suddenly crack.  
 
Sometime ago I managed to stop for quite some time, but now I do it once every two days.  
 
Please do pray to Allah for me and do suggest a method by which I can fix this sinful act.  
 
Jazakallah",0,1,0
20151029080528AApX6bY,3,34,"2016-08-26 16:55:57",1,"2016-08-26 13:55:03",0,0,20151029080528AApX6bY," Sports","
            Will the new gers fans settle for being also rans next season?
        ",UK," surely its clear to  even the thickest of gers fans now that they re not gonna have the financial clout to challenge celtic next season 
 
while warbutons doing a fine job with young players and loanees in the 1 division hes gonna need backed with millions to challenge celtic would u not agree sfs? 
 
yet they say celtic fans are running scared? scared of what???",0,1,0
20151029084005AAZoOSc,1,34,"2016-08-26 16:56:44",1,"2016-08-26 13:55:57",0,0,20151029084005AAZoOSc," Health","
            Is there a free site where a married person with a disable wife or husband can get together?
        ",EN,,0,1,0
20151029105353AA5F8PQ,7,34,"2016-08-26 16:57:30",1,"2016-08-26 13:56:44",0,0,20151029105353AA5F8PQ," Health","
            Diabetes. I'm confused about this disease. Some years ago now my husband was diagnosed with Type 2 diabetes. He has been on Metformin?
        ",UK," since diet-controlled wasn't helping.  In the past few years, his readings have been so good that his Metformin meds. have been decreased.   His bloods just done show him well under control although the Diabetic Nurse said she doesn't really want to take him off Metformin (he has 1 twice a day).   What I don't understand is this disease is supposed to be progressive so is it, or isn't it, and what's going on with my husband.  It's all the more irritating because my readings are bad and I'm now on the max. tablet control and looking at starting insulin Inj. 
Help please?",0,1,1
20151029120832AAY6Vfo,3,34,"2016-08-26 16:58:00",1,"2016-08-26 13:57:30",0,0,20151029120832AAY6Vfo," Politics & Government","
            Bush caused the global recession? Do these people bother to read? = = = > No respected, peer-reviewed analysis of...?
        ",NONE,"...the 2007 recession concludes Bush or his policies caused it.  ",0,1,3
20151029133653AABCXJ9,1,34,"2016-08-26 16:58:54",1,"2016-08-26 13:58:00",0,0,20151029133653AABCXJ9," Family & Relationships","
            Why did my adult stepdaughter have a baby before me? I'm a Christian, newly married to her father and we planned to have children?
        ",EN," I believe in the traditional family and didn't expect my new husband to become a grandfather first, before we had children. 
 
Question is; Should one or both of us explain to her and her husband not to have anymore children until we have children? 
 
I don't know exactly what to do in this messed up situation?
She even said after her baby was born, that hers and my future children can know each other as cousins. I don't agree
pmt853, she was out of the house, working and bought her own home. Her father was single at the time we met... I had the impression we could have had a traditional marriage, until she had a baby",0,1,1
20151029140741AA0L9rP,5,34,"2016-08-26 16:59:46",1,"2016-08-26 13:58:54",0,0,20151029140741AA0L9rP," Business & Finance","
            I got fired by the boss ,who kissed me and ignored me later, I worked days and nights more than anyone in my team but in one day he firedme?
        ",EN,,0,1,0
20151029192431AAvZYS9,3,34,"2016-08-26 17:00:33",1,"2016-08-26 13:59:46",0,0,20151029192431AAvZYS9," Travel","
            Long distance girlfriend wants me to move to England?
        ",CA," My girlfriend and I met online four years ago. After six months and chatting through messages and Skype we decided to meet and have been visiting each other since. We want to take the next step and move in together but she lives in England while I live in Canada. I am already and British Citizen and have lived there for a year a couple years ago, I have also busted England every summer my entire life because I have family there. I really do love it there, the personalities and the humour. No matter how much I may like to visit, I can't imagine living there especially if we ever have children. The houses are small and expensive, I would be paid far less for my job and the areas we could afford wouldn't be as safe. I told we that we could wait and she could eventually move here. I said that we could look into me sponsoring her, but she's not having any of it. She loves England and that's that. We would have a better life in Canada  , our combined salary could potentially be around 200k Canadian while in England we would make around 50k British. That's not bad and we could find a decent place according to British standards but coming from Canada it's a giant downgrade. Making 200k where I live would get us a better home in a safer neighbourhood and a little extra money for entertainment and holidays. I've tried so hard to convince her but she's just too in love with England. I have no idea what to do in this situation. How do I change her mind? Can you change mine?
Another question, is England as ""anti immigrant"" that I have seen. Not that I am afraid of me coming from Canada but I am black and have noticed that a lot of the anti immigration has transferred to straight up racism. Is it that bad, or am I just overreacting?",1,1,0
20151029192828AAo7b3n,5,34,"2016-08-26 17:01:08",2,"2016-08-26 14:00:33",0,0,20151029192828AAo7b3n," Home & Garden","
            Why cant my bird of paradise open fully?
        ",EN,,0,1,0
20151030025837AAWpx01,1,34,"2016-08-26 17:01:22",2,"2016-08-26 14:01:08",0,0,20151030025837AAWpx01," News & Events","
            Why do people say that Palestine is not a country?
        ",EN,"Palestine is a country i'm from Palestine",0,1,1
20151030041233AAQsYEe,5,34,"2016-08-26 17:01:42",1,"2016-08-26 14:01:22",0,0,20151030041233AAQsYEe," Travel","
            Are guns legal to own philippines?
        ",PH,,0,1,0
20151030071547AAL2XpH,5,34,"2016-08-26 17:02:12",2,"2016-08-26 14:01:42",0,0,20151030071547AAL2XpH," Local Businesses","
            Who is the director of Ecobank Abidjan Cote D'ivoire wire transfer department?
        ",EN,,0,1,0
20151030112142AAINh26,3,34,"2016-08-26 17:02:33",5,"2016-08-26 14:02:12",0,0,20151030112142AAINh26," Consumer Electronics","
            Why is Xbox One hated so much?
        ",EN,"I have the console and love it but lots of people on the web say it's an awful console.",0,1,0
20151030115328AAq47SV,5,34,"2016-08-26 17:02:59",2,"2016-08-26 14:02:33",0,0,20151030115328AAq47SV," Yahoo Products","
            How to I address a judge?
        ",EN,,0,1,0
20151030115909AAsnJI8,3,34,"2016-08-26 17:03:39",1,"2016-08-26 14:02:59",0,0,20151030115909AAsnJI8," Business & Finance","
            I work for Greggs and haven't been paid?
        ",EN,"Hi, so I started working for Greggs 2 weeks ago and I get paid monthly, pay day is supposed to be Friday but I haven t got anything. I know I haven t been there an entire month but I should get paid for the first 2 weeks, right? If anyone can shed any light I ll be very grateful. Thanks.",1,1,0
20151030132827AADNW4d,5,34,"2016-08-26 17:03:54",1,"2016-08-26 14:03:40",0,0,20151030132827AADNW4d," Home & Garden","
            How do you remove super glue from your hands?
        ",EN,,0,1,0
20151030173459AAMGN8j,5,34,"2016-08-26 17:04:09",1,"2016-08-26 14:03:54",0,0,20151030173459AAMGN8j," Travel","
            How to learn Mexican?
        ",EN,"I really want to learn Mexican but there don't seem to be any places that teach it.Does anyone know where i can learn Mexican?",0,1,0
20151030183359AAC3dJN,2,34,"2016-08-26 17:04:59",1,"2016-08-26 14:04:09",0,0,20151030183359AAC3dJN," Games & Recreation","
            My pet duck keeps peeing down my dogs throat?
        ",UK,,0,1,0
20151030223151AAfM9zs,3,34,"2016-08-26 17:05:37",4,"2016-08-26 14:04:59",0,0,20151030223151AAfM9zs," Family & Relationships","
            My friend is acting like a prostitute?
        ",EN,"Okay so my friend who is 16 is being payed $1000 in Canadian money and Cocaine to sleep with this 30 year old we live in British Columbia. How do I tell her this is a bad idea without saying to her she's acting like a whore!",0,1,1
20151031013657AA7kRaX,5,34,"2016-08-26 17:05:59",1,"2016-08-26 14:05:37",0,0,20151031013657AA7kRaX," Science & Mathematics","
            Evidence for Evolution or Natural selection?
        ",AU,"can i please get a list of evidence for each 
1. evidence for evolution (e.g. comparative anatomy) 
2. evidence for natural selection",0,1,1
20151031043937AAmSON1,5,34,"2016-08-26 17:06:14",1,"2016-08-26 14:05:59",0,0,20151031043937AAmSON1," Games & Recreation","
            Should an under aged child be given access to an 18+ game from a parent?
        ",UK,,0,1,1
20151031061217AAA1KJt,3,34,"2016-08-26 17:06:55",1,"2016-08-26 14:06:14",0,0,20151031061217AAA1KJt," Cars & Transportation","
            Why does everyone have a four wheel drive?
        ",AU,,0,1,0
20151031073518AA7EAeG,5,34,"2016-08-26 17:20:39",1,"2016-08-26 14:06:55",0,0,20151031073518AA7EAeG," Environment","
            What are your thoughts on global warming ?
        ",EN,"Anything is helpful. I just need some ideas. Ive been reading something on how carbon emissions may or may not be a factor. Any links for a good article would be great. And of course your own thoughts if you don't mind.",0,1,0
20151031091036AAwVcrA,3,34,"2016-08-26 17:21:53",1,"2016-08-26 14:20:39",0,0,20151031091036AAwVcrA," Dining Out","
            Is the meat in McDonalds halal?
        ",EN,,0,1,0
20151031093429AAZVvEJ,1,34,"2016-08-26 17:22:24",1,"2016-08-26 14:21:53",0,0,20151031093429AAZVvEJ," Entertainment & Music","
            Which singer do you think had or has the best voice of all or who is considered to have the best voice?
        ",EN,,1,1,0
20151031105212AAlHtmC,5,34,"2016-08-26 17:22:41",1,"2016-08-26 14:22:24",0,0,20151031105212AAlHtmC," Pets","
            My cat keeps licking himself and rubbing his head?
        ",EN," I've noticed like 2 days ago he's been licking himself and he is not stopping. Right now I'm watching the walking dead and he's laying on the couch next to me licking his arms and rubbing his head while he's doing it. It's like every 40 minutes he's licking another spot. At first it was just annoying but now I think something might be wrong. Now he has just started licking his neck. Is something wrong? And now he's biting himself and reaching over and biting his back.",0,1,0
20151031121327AArIpNM,3,34,"2016-08-26 17:22:59",4,"2016-08-26 14:22:41",0,0,20151031121327AArIpNM," Cars & Transportation","
            Best beginner motorcycle?
        ",EN," i am looking for a vehicle to go to school with and go to my job since i don's have alot of money i have been considering getting a motorcycle (its cheaper than a car and has better gas mileage) i was considering a grom but i am a bit taller (6ft) and im not sure if i would be comfortable on it. also i might want something with a bit more power. (and i really don't want a scooter so dont recommend getting one)",1,1,0
20151031131013AA6kntx,3,34,"2016-08-26 17:23:12",1,"2016-08-26 14:22:59",0,0,20151031131013AA6kntx," Cars & Transportation","
            How much do snow tires for a 2013 mustang 18 inch cost?
        ",CA,,0,1,0
20151031131140AAw3Ojo,5,34,"2016-08-26 17:23:34",1,"2016-08-26 14:23:12",0,0,20151031131140AAw3Ojo," Consumer Electronics","
            How to untangle cables & wires easily?
        ",EN,"I let a drawer full of wires (ethernet cables, phone chargers etc.) get filled unnoticed and i need to get a charger cable out and all the cables are tangled. How can i untangle them and get it out easier?",0,1,0
20151031164704AAmGnE0,5,34,"2016-08-26 17:24:11",2,"2016-08-26 14:23:34",0,0,20151031164704AAmGnE0," Home & Garden","
            Can essential oils be mixed with water and lamp oil to make a water candle ?
        ",EN,,0,1,0
20151031175427AAbKprI,5,34,"2016-08-26 17:24:27",1,"2016-08-26 14:24:11",0,0,20151031175427AAbKprI," Cars & Transportation","
            Why are boats so slow?
        ",EN,"
GENERALLY SPEAKING",0,1,0
20151031200326AAZaGyI,5,34,"2016-08-26 17:24:59",2,"2016-08-26 14:24:27",0,0,20151031200326AAZaGyI," Local Businesses","
            Where can I buy a hair straighter iron in London?
        ",EN,"Hi, I'm going to be in London for a while and my hair iron only fits american outlets, so I think I'm just going to buy an iron with a UK adapter when I get there. What stores sell them? Which ones have large varieties and where are they? 
 
Thanks!",0,1,0
20151031204623AAJv8Ti,1,34,"2016-08-26 17:25:57",8,"2016-08-26 14:24:59",0,0,20151031204623AAJv8Ti," Local Businesses","
            Would it be better for the ecoomy to simply stop being attached to one another than to get rid of the guns or to build safer mass transit?
        ",EN,"Is the sentimentality what really needs to be banned?",0,1,0
20151031212428AAhk7E6,3,34,"2016-08-26 17:26:37",10,"2016-08-26 14:25:58",0,0,20151031212428AAhk7E6," Home & Garden","
            Stopped shower drain, tried everything, what happened?
        ",NONE,"I pulled all the hair out of the drain and it was running better, then i stuck the wire all the way down the drain, pulled out a huge clump, and this actually stopped the drain completely. WHY?!? did i shove another clump farther down or something? because i stick the wire as far as it can go and nothing comes out,...",1,1,0
20151031220841AAq330o,5,34,"2016-08-26 17:26:57",1,"2016-08-26 14:26:38",0,0,20151031220841AAq330o," Cars & Transportation","
            So why is there all the fuss about tightening your seat belt in a plane? Has anyone ever survived a crash coz their seat belt was tightened?
        ",UK,,0,1,0
20151031232224AASi3gn,5,34,"2016-08-26 17:27:25",1,"2016-08-26 14:26:57",0,0,20151031232224AASi3gn," Travel","
            This is a serious question. Does products in China also say ""made in China?""?
        ",EN,,0,1,0
20151101013336AAFk0gZ,3,34,"2016-08-26 17:28:01",20,"2016-08-26 14:27:25",0,0,20151101013336AAFk0gZ," Science & Mathematics","
            Is the sky blue because of the atmosphere that reflects blue?
        ",EN,,0,1,0
20151101035220AAju7z4,3,34,"2016-08-26 17:28:13",1,"2016-08-26 14:28:02",0,0,20151101035220AAju7z4," Beauty & Style","
            Hi. Im 13 and i want to become a model.
I weight 48,5 kg and im 165 cm tall.
Could i become a model. It was allways my dream. Thanks?
        ",EN,,1,1,0
20151101063400AAY4tha,3,34,"2016-08-26 17:28:32",1,"2016-08-26 14:28:13",0,0,20151101063400AAY4tha," Education & Reference","
            What time is it pacific time right now?
        ",EN,"I'm confused.",1,1,0
20151101070802AAC75cV,5,34,"2016-08-26 17:28:45",1,"2016-08-26 14:28:32",0,0,20151101070802AAC75cV," Yahoo Products","
            How do I change my profile picture?
        ",EN,,0,1,0
20151101085853AAwsHo8,3,34,"2016-08-26 17:29:10",5,"2016-08-26 14:28:45",0,0,20151101085853AAwsHo8," Entertainment & Music","
            Will Hillary take away our guns?
        ",EN,"
I have a sneaky feeling she will 'evolve' on us like Obama did with homosexuals getting married.",0,1,0
20151101102143AAe4RQ7,5,34,"2016-08-26 17:31:18",1,"2016-08-26 14:29:10",0,0,20151101102143AAe4RQ7," Family & Relationships","
            What do you do about a husband that gambles and plays golf all the time?
        ",EN,"
 He uses his check for gambling and golf and membership dues, and covers the health insurance and car insurance.  His bonuses go into a mutual savings.  My check goes for House, Car, Groceries and maintenance household bills.  We've been married 3 years and it is my house and furnishings but he doesn't take part.. I hire yard and maintenance and all else done.  I feel like he should pay some of the house note, but he said no.  I feel used most of the time..  I'm 65 he's 56..yrs old",0,1,0
