ID,TITLE,BODY,CAT,CLASS
20150913103156AAD8luH,Is it true that the majority of US population do not want free healthcare and are in favour of mass immigration?,"Many developed nations have free healthcare. Canada, Australia, New Zealand, most of the EU. If the United States is a democracy, everything depends on the majority of voters, isn't it? There is no such thing as free health care? OK, do you pay taxes? Do people in the EU pay taxes? But in the US you do not have universal free healthcare, and in the EU they do. What's the difference? Maybe in military spending? To set yourself free from the myth of low taxes vs free healthcare, compare taxes i the US and other develcountries here: http://www.bbc.com/news/magazine-26327114 http://www.theatlantic.com/business/archive/2013/01/how-low-are-us-taxes-compared-to-other-countries/267148/ Argentina has lower taxes. Australia has roughly the same level of taxation. Both have universal free healthcare. And as for actual reasons for lack of free universal healthcare in the US. This has nothing to do with taxes. Do you know that nearly 1% of US citizens are in prison. The highest percentage in the world. Someone has to pay for it. Also, military spending. A staggering one sixth of the total budget! More than several other top military spenders (Russia, China, etc) combined.",Politics & Government,Complejas
20150913104511AAe3Buj,Why do some people think I'm conservative?,"I've had some people, most recently a low-grade hater who wanted to look better than me--unsuccessfully assume I'm ""uptight/conservative/closeminded."" This strikes me as odd, cuz: I'm the kind of guy who sings Karaoke at a bar.... Who looks weird, says bizarre things (I have a dark sense of humor), and am just open to trying new things (I can't help it!). Why do people think I'm conservative? I dress very simple (no fashion sense), and can be quiet... But I thought people knew the saying: ""It's the quiet ones you gotta watch out for..""??",Social Science,Opiniones
20150913115819AArXvVd,What is a vegan? Can someone explain?,And why do vegans hate eating meat. M'aiq the Liar and Daisy has the best answers thank you! ^^ But I choose M'aiq's answers because I understand most of it. Thank you guys!!,Food & Drink,Web
20150914152917AAJ5Vhe,How to conceal ciggarette smell?,How do you conceal ciggarette smell? Apart from wearing perfume etc. What are ways/methods to conceal ciggarette smell on clothes etc? I am wanting to smoke ciggarettes soon (I just want to so dont ask why) but I want to know of ways to conceal ciggarette smoke and breath? I don't want my parents - i don't want them to find out i've been smoking. I brush my teeth so my teeth are already naturally white. No silly answers please..and don't give me answers saying that dont smoke its bad for your health cos i really dont care about all that lol. Any tips on how to conceal the smell and breath of ciggarettes would be helpful thanks.,Food & Drink,Particulares
20150915080939AAipZb9,Were the soldiers really spit on and called cruel names during the Vietnam War?,"It seems horrible to me. Why did the public hate Vietnam soldiers just for fighting yet have no issue with WW2 bombings (Dresden, atokyo, Atomic Bombs)? Our brave soldiers were protecting us from the Viet Cong.",Politics & Government,Web
20150915103226AAy8hk4,How many times should I let my dog bite my young child?,"My child is three years old. My dog bites her on a daily basis, hard, and there is always blood. Should I let it continue to happen? She cries and stuff, but then again she always cries.",Pregnancy & Parenting,Opiniones
20150916011937AAYQeSF,"I'm Afraid I Might Throw Up, Help Me?!?","I ate undercooked chicken 7 hours ago and I'm feeling nauseas, weak and have a dry mouth. The last time I threw up was 10 years ago and it was a horrible experience, I don't want to relive that I threw up so much and I was miserable. I'm very afraid of throwing up, how do I prepare myself for it, how can I make it more comfortable, can someone please calm me down?",Health,Particulares
20150916074549AA9Rbwx,How to dress like a Classic biker?,Can i use cowboy boots for that look?,Cars & Transportation,Particulares
20150916101252AAkS9nS,Can you reserve a pets spot on a plane online?,"I'm flying southwest, I know it is $95 more but do I pay this as I am checking in? I think it is also saying only 6 people can bring a oet on the entire plane... Is this right? If so how early should I arrive to secure a spot... This dog flying thing is SUCH A HASSLE!!! ???????????? Please help",Travel,Otros
20150916111927AADxs6i,Why would a guy be watching me out his office window?,Then when I look at him he slowly walks away I know him,Social Science,Opiniones
20150916125343AAlXCCB,Low hanging fruit?,"Tommy has to remove all the fruit from the tree. It is important to note that the tree is 15 tall and Tommy is 5 6"". There is a ladder available to tommy but it is 100 yards away in the shed. It will take tommy two minuets to get the ladder, remember to add that to the total time. How long does it take to get two peices of fruit, 4 peices and 7 peices",Home & Garden,Otros
20150916140111AAztDWQ,"Why is dark hair with a light streak in it depicted as ""evil""?","Like Morticia from the Addams family, Rogue from xmen was a villain, bride of frankenstien, bellatrix from harry potter they are all witches or a villain or evill or whatever. What started this that dark hair with a light streak is associated with villain type characters/witches? I'm wondering because I have dark brown hair with a platinum streak in my hair and this concerns me.",Arts & Humanities,No respondibles
20150916145841AAfoUxM,Can a mans penis still grow after 18?,"Im 17, and have a small penis. I heard it stops at 16, but i dont remember my penis growing ever....Its 4.8 inches and onlyy 4.3 inches in grith. Will it grow in girth atleast? and is there a chance for it to reach the 5 inch mark? im so embarrassed of it and have been avoiding sex with my gf.",Health,No respondibles
20150916155014AANgR7e,Are modern passenger ships floating death traps for men?,"If a cruise ship starts to sink, as a male there is no guarantee, or even mild assurance, that one has even the slightest chance of surviving, since the lifeboats are exclusively reserved for women and children. Apparently only the lives of women and children matter. Men are expendable and worthless. That is the message sent. That means only women and children have a chance of survival, in the case of disaster, since men are not allowed on to lifeboats. As a man one is guaranteed certain death, if a ship starts sinking. Under the circumstances, are men better off staying away from passenger ships, and letting cruises on the sea be the exclusive luxury of women and children?",News & Events,Opiniones
20150916170120AAh50xu,Atheists: why did the passengers not fight back on 9/11?,as soon as the terrorists got their hands on the pilots the public should have done everything they could to quickly dispatch the thugs so that the plane could be landed safely. i can not get my head around the idea that they sat in their seats knowing they were at the control of a bunch of crooks when they could have fought back like what happened on the train in france recently. why would they allow a bunch of neanderthals to take the controls though? surely they knew it would not end well?,Arts & Humanities,Opiniones
20150916190057AAUjluA,Please offer me any kind words...?,"I feel utterly miserable and wish that my life would end.... please say anything kind because I haven't been told anything gentle or nice for a long time.... it's fine even if you don't really mean it, please just offer me kindness..",Family & Relationships,Otros
20150916192500AAUpxQE,Why are you idiots still saying that la liga is better than the premier league?,The premier league is the best league in the world and always will be. La liga sucks and is only a 2 team league (1 now that barcelona cant beat roma). And the only reason that they are better than the BPL teams is cause they unfairly got the largest shares of money in the league while the other 18 clubs are left to starve. If la liga was so good then more people would watch it and they would get more money,Sports,Otros
20150916202400AAWuCee,For those who actually watched the debate: Who if any GOP candidate could Hilary Clinton beat in a general election?,"I saw very few weaknesses over the 3 hours. Give at least one example where more Americans will agree with Hilary, if you think she could win. Otherwise explain why she will lose in a landslide. What qualifications does Hilary bring to the table other than Bimbo eruptions prosecutor. FOR SOME REASON WHEN I PICKED THE BEST ANSWER IT PICKED THIS ONE... idk WHY BUT ITS fFFF UP.",Consumer Electronics,Opiniones
20150916203145AAYp4Jl,It is good for the beach?,"We are planning to go to the beach next weekend. we wanna bring a tent where we can have a break .Last month, I have bought a 5-Person for camping. http://www.amazon.com/Semoo-Waterproof-5-Person-Camping-118-Inch/dp/B00UTCH1RY/ The inner tent made of well-ventilated material is perfect for ventilation. So,I want to save money to take the camping tent to beach, but I wonder whether the tent's pegs are going to stay well on the beach. Can I take the camping tent to beach? Or I have to buy a new one ? Some suggestions.",Sports,Otros
20150917021210AAzb1kk,Why is it ok for animals to eat meat but not humans?,this is actually a follow up question but i thought the person that said bears eat it so its good enough for me might not check this. so please..why is it ok and natural for tigers and lions to eat meat but not humans according to vegans and vegetarians? is it ethical though? can we argue that like the way some animals need meat then some people need it or is good for them too?,Food & Drink,Otros
20150917035825AAQLVsu,Which alcohols give you the worst breath?,"I enjoy a wide range of alcohols such as whisky/bourbon, gin, vodka, cider, beer and wine but I was wondering which alcohol gives you the worst breathe. when I say bad breathe Mean which alcohols will stay on your breath the longest and which alcohols will be most noticeable",Food & Drink,No respondibles
20150917044735AAD0USO,Is it true that the world has never been as hot as now (Climate Change)?,Opening this up for all,Environment,Web
20150917050412AA1smkf,Can you patent an IDEA for a mobile application (Apple/Android) before the application is created?,"I was wondering this because I have a great idea for an app, but j have no experience in coding, etc. So I want to present this idea to a group of computer engineers at Penn State University to see if creation of the app is possible, but I don't waby my idea stolen. Therefore, I was wondering if I can patent the IDEA even before the app is made. Thank you.",Computers & Internet,Particulares
20150917072414AAIS9fz,"Tax lax, which party gets to claim the mortgage interest?","In divorce I received the house, both equity and debt. I made the joint mortgage payments (4months) until I could get the loan refinanced into my sole name. These payments were all made after the divorce was finalized. Who gets to claim the mortgage interest for those 4 months? Me, since I made the payments and have the proof of payment or my ex who was the primary on the joint loan? What if we both unknowingly claim that interest, who does the IRS side with?",Business & Finance,Web
20150917101851AAhPcLF,Is it wiser to remain single and childless for life?,"Given the biased family court, if I were to get married and my wife were to divorce me, I would be robbed of everything, including my house, my car and my cash. Even worse, I would be robbed of my right to see my children. Worst of all, I would end up on the street due to having a huge part of my income garnished for alimony and child support, and I would end up in jail should I fail to pay. With more than half of all marriages ending in divorce, I believe many men have been destroyed by their wives and the family court. Thus, modern marriage, a contract that only exists to for women and the ruling elite to extract resources from men, is simply too dangerous for me, and as a sensible person, I will not enter such a contract. Starting a family without a woman is not sensible either. With rampant misandry, there is no reason to bring a boy into this world to suffer. There is no reason either to bring a girl into this world. First, women, especially feminists, are my enemies. I will not raise a child for the enemy. Second, I do not want to raise a child who will one day, through feminist brainwashing, become a man-hating monster who treats my fellow men with hostility and seeks to harm them.",Health,Opiniones
20150917105504AAA1JH1,"Who else thinks Ahmeds ""clock"" looked like a mock bomb?","reading the article i thought his arrest was bull ****, but when i saw a picture of the ""clock"" i understood pretty quick why the teachers were concerned. anyone else think the school and police were justified? with all the attacks on schools that the media is glamorizing, isnt it easy to understand why they had to react this way?",News & Events,Opiniones
20150917105540AA8wsjD,Do you think Italian food is the best cuisine in the world?,"It's my favorite cuisine, I love their spaghetti and different types of pastas. Especially their pizzas! I mean, come on, look at this picture! I really want to go to Italy. It's also a beautiful place with delicious food. What's your favorite cuisine? I want to know what cuisine/food different types of people like :P I'm also an Indian, and Indian cuisine is also great.",Food & Drink,Opiniones
20150917105901AAb0NX2,"Do you think refugees should get NO welfare, NO housing, NO NOTHING?","after all, they do do say ""we want to WORK not CLAIM"" So obviously such a ban wouldn't be a problem, would it?",News & Events,Opiniones
20150917112009AATbEWo,I think I'm adopted and this is why I think so?,I was talking to these adoptee re United page on fb saying that my birth record says July 1st 1998 but the date issued is September 9th 1998 why would it take so long and they said it makes no sense your most likely adopted get a DNA test. But I came on here wanting your thoughts on this. Btw biggest adoptees Facebook page.,Pregnancy & Parenting,Otros
20150917115927AAIcC96,Do I look fat and ugly ?,"Okay I am 26, and I think I am very fat and very ugly, and I think I look very old and unattractive to girls, I am 26 but i think i look older then my age, Thats my photo http://s27.postimg.org/3w12c5i43/IMG_1911_T.jpg",Entertainment & Music,Opiniones
20150917121008AAWaxZb,Something in my room seriously stinks and I can't find what it is?,"I never leave food in my room. It's always pretty tidy in here, but something in here stinks like really bad. It's making me feel sick. It smells like a dead animal or something. I have 2 cats but they are fine. How can I locate where it's coming from? It's just nasty. I think it might be a dead mouse or something but I've never seen mice in here? There is a heater by the window and sometimes I hear weird noises in there...no squeaking. We live on the 14th floor so I have no idea if there is an animal in there or a pigeon or what? It sounds like it but no obvious noises..there used to be scratching/thumping but now there is no sound, but something REALLY stinks. I honestly don't even know if it's coming from the heater (it's not on), or if it's just something in here? What can I do? Should I keep looking or call the landlord?...I don't know :/ Also it's getting so bad my bf is complaining about it. So I close the door but you can smell it even in the hallway! I looked EVERYWHERE for what it is, and cleaned high and low, and now it's even worse? I always thought those noises in the heater was the wind...but now I think there's something dead in there. There's no way to open it either, without ripping all the paint off. It's just nasty. I am currently trying to see in the heater with a flash light, ugh it's just the worse smell ever. I have a feeling it's a rat or a bird. Because if those noises from before WAS an animal it would have been a lot bigger than a mouse. I left my landlord a form for the problem. Not sure when he's going to deal with it, but I never thought of the fire hazard so thanks for the advice!",Home & Garden,Otros
20150917140821AAnxRPc,"Right I want to be a pilot, hoping to go to pilot school in the near future. What at all could stop me on the quest to go to pilot school?","example I heard if you get points on your license you can't attend certain pilot schools, is their any other possible things that could prevent me from going?? I",Cars & Transportation,Particulares
20150917164002AAlmd9G,"Have you ever had an unexpected surprise that just made your day, or week,?",Seems almost all of you have had some very nice unexpected surprises. Makes me feel good.,Society & Culture,No respondibles
20150917180119AAfjBQt,Pregnancy?,"im 16 and i finally told my parents that im pregnant. They are very upset and want me to get an abortion, so does my boyfriend. they say i either have the abortion or get out of their house. I don't know what to do.",Pregnancy & Parenting,Otros
20150917191106AAuZEIr,Adoption Scam??,"My husband and I had an add placed regarding adoption. We were contacted by someone from Cameroon. I know I know, scam alert. . . However, I asked them to take a picture of the baby with a specific message written on a piece of paper sitting next to the child. I woke up this morning to said requested image. I m not sure what to gather from this information!??",Pregnancy & Parenting,Otros
20150917201959AAbN5yq,Baby bearded dragon broken leg?,Ok so I have a baby bearded dragon and he jumped off of my desk and I when I picked him up I noticed he wasn t bending his back left leg and I looked closer and it looks broken and he s not using it and I m freaking out. It looks broken right above the knee. What do I do? I feel like I m gana puke. He s getting around fine. When he first jumped and I tried to get him he ran and he ran pretty quick but he has to be in pain and I don t know how to fix it.,Pets,Particulares
20150917234518AAYx6ho,Strange dream and meaning of dreams?,"I had a dream with the following flashing ""Formula: C3N3H7O2 1979"" im out of school and I have no way it would be in my subconscious, I looked it up and it turns out to be a chemical known as ENU, a mutant, how would this dream be so accurate with the formula, and how",Social Science,No respondibles
20150918005121AAiptD4,"I m in love, my heart is broken and I m only 15?",Hbb,Health,Otros
20150918012716AAVG4I5,Computer systems - BIOS?,Okay i have no idea what this is in a computer system can someone help me out please but can you keep it in your words as much as possible please,Education & Reference,Otros
20150918020105AAm6aq5,A teacher at my high school slapped me across the face for being disruptive in class. What should I do?,"I'm a 15 year old boy, and I've never been hit before. There was this class I was a little bored in, so I whistled as soon as the teacher turned around to face the board. She was getting really irritated and caught me, and warned me not to do it again. I just ignored her and started once more, and she didn't take any notice for a while. And then out of nowhere, she came across, and with everyone watching, gave me a tight slap, right across the face! I told my mum at home, and she said I fully deserved it, and in any case, if she didn't leave a mark, there's nothing wrong with it anyway. And a few days later my mother said I was very well behaved, and said, 'She left a mark on your behaviour without leaving one on your face. Can I send her flowers?' Should I report it?",Education & Reference,Particulares
20150918065740AAHPuBN,Do you remember the Y!A Member Samantha is Closer to the Edge?,I don't think there's many members left who remember the old members who aren't here anymore.,Yahoo Products,Opiniones
20150918073139AABsuba,How can i get my astigmatism worse in real life or habitual paractice?,I have very bad astigmatism. I know it's bad for me getting my astigmatism worse. But i have to do. So please tell me how can i get my astigmatism worse. It's very important to me.,Health,Particulares
20150918075856AATFnNR,How do I make my boobs closer together?,"I m 13 and I have a 32B size bra (on the tightest hook and all) but when I have my bra off my breasts are spread apart? Like one is all the way on the other side and the other is in the other side. They kind of hang low and the tip in really far to the side what can I do to make them closer together permanently, not just when wearing a bra but also without a bra. thanks!",Health,Particulares
20150918101804AAtgt5u,Abortion issue! Need urgent help!?,"Hi all, gonna cut to the chase. Girlfriend is pregnant (3 weeks) and we want an abortion. But a home abortion,no one can know. So home methods please. Also a question, supposing the method works,will the foetus remove itself naturally or will medical intervention be needed? Sorry if I sound rushed or arrogant,really stressed :)",Pregnancy & Parenting,Otros
20150918105450AA4RJun,In what sense is God male? Does he have a penis? Does he have a Y chromosome?,"The bible universally refers to God as male. If it's not a penis or a Y chromosome that makes him male, is it his being and his behavior? If someone is male, but lacks the chromosomes and/or the penis, do Christians accept them as male?",Society & Culture,No respondibles
20150918105654AAHpEPb,What should be done to “level the playing field” so that all manufacturers must provide the same degree of water quality protection?,no matter where in the world they are located,Environment,Complejas
20150918110332AAeylms,I put motor oil in my transmission..?,I haven't started the car yet but would it be bad to try and drive it to a jiffy lube and get the transmission flushed - I drive a 1992 bmw 325is and its manual,Cars & Transportation,Otros
20150918112732AAw7Otc,What would happen if you pushed the accelerator down in neutral then switched to drive while your foot is still on the accelerator?,Good? Bad? Just wondering for future refrence lol..would you mess up the gears? Not the smartest with how cars work with all of that.,Cars & Transportation,Web
20150918120933AA3vpim,IPhone stolen?,Hey guys I went on holiday last week and during my visit my iPhone got stolen when I bought it I never got insurance with it is there a website or anything I can join that will secure me a new phone thanks,Consumer Electronics,Otros
20150918121950AAQRDEq,If evolution is true then how come i dont see my dog evolving into a cat?,seeing as how cats would logically be the next stage in evolution for dogs,Entertainment & Music,No respondibles
20150918134400AAD1uQN,Am I an idiot?,"I have always self-proclaimed myself to be smarter among my friends, but lately I have been doing pretty bad in school, like C's! I got an F on my English test today, and last week I got a D on my Geography quiz, And I got a F on my Math quiz! I really want to believe I'm smart, But now I'm just starting to think I'm just another idiot.. I really need some help, this is tearing me from the inside out. (I got all A's up until 5th grade, where I got my first B, ever since then, I have never gotten all A's since..) I hate myself.. For those wondering, I don't ever study..",Education & Reference,Opiniones
20150918140152AAi8seG,Can I eat a pepper that bugs have been on?,"I received two Carolina Reapers sealed in a bag about two weeks ago. I was going to eat them today, but I noticed several super tiny white spider-like bugs on both of them.One seems to have eggs on it (which is repulsive and dissapointing so I m throwing it away) but the other seems to be fine- just with a few bugs crawling on it. Can I eat this one if I wash all of the bugs off? There s no holes in the peppers, by the way.",Science & Mathematics,Particulares
20150918140402AApyFZ7,R9 390 vs GTX 980?,I can either buy a 390 or a 980 off of a friend for 100 dollars more. I am tempted by the 980 but worried about the 4gb V-ram when considering playing at 1080p with future games. I would not use a 1440p display so would not utilise the advantages that the 980 has over the 390 in that respect. Thanks,Computers & Internet,Opiniones
20150918140444AAw6OKZ,Why can't we roll our eyes all the way around into the back of our heads?,"We, or at least I, can only move them so far up, down, left, or right but not right the way around. I'd love to be able to look at the empty space behind them.",Science & Mathematics,No respondibles
20150918143954AAdKtlc,I might go to jail?,Hi I m really stressing here about jail I created a psn (playstation network) account saying i live in New Zealand to gets a few demos early but I live in the UK so I m worried I may get banned or even go to jail I m really worried can some one pls help and put my mind to rest :/,Consumer Electronics,Opiniones
20150918145313AA6tSO0,Winston Churchill history?,Hello so I got a thing to do and I rote 'winston Churchill is normally recognised with a large sigar in his mouth or holding the peace done with his fingers' is this correct?,Education & Reference,Archivadas y Web
20150918150215AAtvdXp,Is beauty really in the eye of the beholder?,"If beauty is in the eye of the beholder, why do models become models? How do women become beauty pageant girls? How do women win beauty pageants? How do people choose Prom king/queen or Homecoming king/queen in high school? How do people vote ""the hottest guy/girl in school""? If beauty is in the eye of the beholder and different people find different things attractive, how in the world do people come to the agreement about these kinds of things?",Beauty & Style,Archivadas y Web
20150918151222AAsu6aC,Will my steak come out more tender if i soak it in meat tenderizer and water?,I tried just adding meat tenderizer to my steak and cooking it but it was still tough and chewy. It is some pretty bad steak and has been frozen. I got it at the food pantry .I know it will take the color out of the meat but will it be more tender?,Food & Drink,Opiniones
20150918151939AA1qPVr,"I'm supposed to be in JV, but I'm the top 10 so they shove me in varsity and I will be bottom 10 and this is giving me severe anxiety?",I don't want to wake up for the race tomorrow. I am very very tempted to skip it. I have too much anxiety. I feel like my legs are shaking and that I will pass out. I don't want to be last.,Sports,Otros
20150918152038AA2txlr,Do you have to be funny to be a video game reviewer?,I want to be a video game reviewer on YouTube and I heard that you should be funny to be one. But I'm not that funny and I can't think of any ways to be funny as a game reviewer mostly I've been focusing on reviewing games by saying almost everything about a game more than be funny.,Computers & Internet,Opiniones
20150918161038AAc4MgK,How can I remove the burnt food smell from my apt without using perfumes?,"I was cooking a pot of soup and had an emergency, but forgot to turn the stove off. Luckily, there was no fire, but that smoke has permeated everything. Years ago, I heard cutting onions in half would absorb that burnt smell. Are there any better suggestions?",Home & Garden,Particulares
20150918161718AAinf6Q,"Is the sentence ""Europe invaded Africa"" wrong??",Some person told me Europe is not an entity so my sentence doesn't make sense? Uhm.,Education & Reference,Opiniones
20150918170133AAMPtLq,DUMP THE TRUMP!!! FEEL THE BERN!!!?,how pissed would republicans and their voters be if I posted this on signs EVERYWHERE? It will decide on what my troll for this week will be.,Politics & Government,Otros
20150918182306AAZFfLg,Scared of ouiji bored?,"I've never used one but they confirm that spirits are real now I'm scared, please help me stop being scared Looking for the category to place this in",Games & Recreation,Otros
20150918183415AAqqFSk,Is a bridged amp necessary?,"My daughter got a small system installed in her car. The amp over-heated and cut off before leaving the parking lot. We were now being told we needed a capacitor. She has a 10"" off brand sub, 4 kicker side/door speakers and a 300 watt 2 channel amp. After purchasing the capacitor they said she needs a distribution block as well. During a conversation with the installer he mentioned that he bridged the amp because it was only 2 channels. My question is.. is bridging the amp necessary with the amp overheating..couldn't it just be wired normally? and will this capacitor keep the amp from overheating? I feel like he doesn't know what he is doing and we're getting ripped financially. The small town we live in gives us limited options, I don't want to question him and sound like an idiot, so I really need simple advise since I don't really have a clue about this stuff. Thank you I posted Below in the Answers section because I am to long winded to fit my update here.. Please see below. And THANK YOU ALL SO MUCH for your help with my questions! You guys really rock!",Cars & Transportation,Opiniones
20150918184330AAIccRS,Does the monthly money you pay for leasing/financing a car include insurance?,"So I am planning on financing or leasing a car. I want to know that when I pay money every month for the leased/financed car, does that money include insurance for the car or do I have to buy it separately? Thank you and please I need answers.",Cars & Transportation,Web
20150918185636AAdG1dl,I have horrible acne and nothing works . help??!!?,"ok so before you say ""oh it just puberty or your stress""ive had acne for years and nothing works . i want to wear makeup (just a natural look no eyeshadow ,like foudantion or bb cream)so you can see it and i feel liek it juts gets worst by the years and i have reduced my bad eating habits so i dont know what to do . the only time i get to go to sephora or the mall is with my older sisters and they dont want me using makeup even though they use it and im not like 11 or something. please give me advice,idea,andything could help at this point.thnx in advance",Beauty & Style,Particulares
20150918191531AAJ5F76,My parents think I should live with my boyfriend?,"as you know I'm dating my school resource officer. well we just told my parents. My parents were so happy, I was actually really confused. Because then they said I should move in with him. I'm really excited to start our next chapter in life together,but why are my parents happy? I thought they would be mad their 16 year old daughter is dating a 28 year old cop. If you are a parent why do you think they said to move in?",Pregnancy & Parenting,Otros
20150918201421AAw0Zu1,EVERY ONE LOOK AT HOW IGNORANT THIS LEOPARD GECKO OWNER IS.?,https://answers.yahoo.com/question/index?qid=20150918182636AABCaiK,Pets,Otros
20150918205122AAvpXj3,Im scared of death?,I dont know know how to cope with the idea of death and others dieng i really want to overcome this fear. Please do not push religious veiws,Social Science,Otros
20150918234140AALvU7r,Im an english rider and I need some serious advice.?,"Hey everyone, I have a very important question to ask you all and need your advice. I ve been riding English and jumping since elementary school. I was surprisingly fearless and would fly over jumps any day with any horse. I wouldn t cry when I fell and actually laughed it off when it happened. Since I turned 18 I ve recently become incredibly fearful of any type of jumping on any horse. My trainer has been with me for a while but I can see that she s getting frustrated with me every time I cry uncontrollably after I either fall off or if the horse bucks a little. Don t get me wrong, I have a good stance and stay calm, but afterwards I just have panic attacks and I m so angry at myself. All I want to do is to be with horses and feel as free as they are. Everything that s happy makes me want to cry and I just want to be able to jump and ride and not be so scared. Both me and my trainer are so frustrated and I don t know what to do. Riding is everything to me. Do you have any advice or tips that could help me through this? Thank you so much.",Pets,Opiniones
20150919005616AAG8m6a,What can I use instead of a comforter during summer?,"I like the look of a comforter or duvet with all the accent pillows. Unfortunately, I live in a HOT climate and my window faces West, so the sun is blazing through into my room before bed. I have gone as far as putting foil over the Windows and it is still incredibly hot in my room. Hotter than any other area of the house. I can t sleep without being covered up and just using a sheet feels akward. What is a cooler alternative than a comforter or duvet that I can use in the summer months that still looks well put together? I am a younger guy, so quilts don t exactly look very masculine or contemporary in my opinion. Thanks!",Home & Garden,Opiniones
20150921060302AA2k9Tq,Has suspected terrorist Joshua Goldberg ever been to Israel?,"Goldberg, a 20-year-old Florida man living with his parents, was arrested last week for plotting online to bomb a 9/11 memorial in Kansas City. Goldberg became very adept at creating various online personae, setting them up against each other, and getting people to take sides. He set Jews and Muslims against each other. http://dailycaller.com/2015/09/14/joshua-goldberg-worst-troll-ever/",Travel,Otros
20150921094551AAYjT5v,If the Principal in Texas thought the clock was a bomb why didn't he evacuate the school?,And why did the cops but it in their backseat?,News & Events,Web
20150921152245AAhF2fu,Can I ask how many right wingers in CE got humped over the bacon sandwich?,"It seems that I cannot comment or ask about mister Cameron's alleged pig experiences without the resident jerk having a hissy fit. I seem to remember being decent enough to let the right wing have their laughs at Milliband over a bacon sandwich photo. Troll much? current event. Not a simple matter for the Y!A category, which Trolly Trollerson thinks it belongs in.",News & Events,No respondibles
20150923172632AAyAing,Why is Victoria's Secret PINK so expensive when the clothes are so casual?,I can understand $70 for a leather jacket but $70 for a basic hoodie ???? Wtf??,Beauty & Style,Opiniones
20150924124739AA03b4N,"If the illuminati wants to ""take over"" the world why haven't they done it by now?",I mean if they are so powerful and they have been around since the birth of the united states in 1776 wouldn't you think that we would all be under Satan's control by now?,Society & Culture,No respondibles
20150924134831AAIjWXa,Can I call 911 on a cell phone that is deactivated?,"The question is because recently my younger brother has seen fights happening around his school and to his friends when there are no teachers to be found, I gave him my old deactivated phone (yes it works) and I told him if it gets serious and there are no teachers around to call 911, would the call go through? The question is because recently my younger brother has seen fights happening around his school and to his friends when there are no teachers to be found, I gave him my old deactivated phone (yes it works) and I told him if it gets serious and there are no teachers around that he should call 911, would the call go through?",Consumer Electronics,Archivadas y Web
20150924145223AAgfhHK,Why did the media only show images of Trayvon Martin as a 12 year old?,instead of using more recent pictures before his death. Why did the media fabricate Zimmerman's audio when he was talking to the dispatcher? Why did the media avoid using showing close up of Zimmerman's injuries. Also why did the media only show pictures that made Zimmerman look shady and used his mugshot. Zimmerman shot Trayvon in self-defense.,News & Events,Opiniones
20150925081241AAaorZC,Am I northern?,"Hi, this may sound quite pathetic. Although, I was born in Leeds and grew up there until I was 6, then I moved to Stafford, I am currently 15 and I was talking to my friends today at school and I can't remember what I said, but my best friend said I wasn't really northern. I am quite proud of the fact I come from Leeds, and although I moved away, all my family still live in Leeds and Yorkshire. Do I not class as being Northern then even though I was born and partly raised there? What do you think? Thanks",Travel,Opiniones
20150925104741AAMonni,How to write a novel that DOESN'T seem/sound like a young adult book?,"I feel like whenever I try to write it sounds like a book for young adults which is not what I'm going for. I want to write books for actual adults. I might just be overly self-conscious but.. tips, please?",Arts & Humanities,Particulares
20150926010215AAUkIBI,Why do i look good in only some pictures?,"So i have an iphone, and i look good in some pictures and bad in some pictures.Some of the time my face looks asymmetrical on the front camera and other times my face looks symmetrical.Same on the back camera...sometimes i look good and other times i look bad.Why is this?Is the front camera , or back camera more accurate?",Consumer Electronics,Opiniones
20150926095047AAaZ8uq,DID I WIN THE YAHOO LOTTO OR IS THIS ANOTHER SCAM?,YAHOO LOTTO WINNER BRADYTIMOTHY426@YAHOO.COM,Games & Recreation,No respondibles
20150926155427AAN0XLx,Getting abs like these?,Are abs like these attainable if I do enough crunches and diet?,Beauty & Style,Otros
20150926164623AAZZCUB,"Where to get cute, affordable bedding sets online?","I am trying to find affordable bedding sets, maybe $45 or less, preferably. And this is for a Twin bed.",Home & Garden,Particulares
20150927004923AAiS4G0,What does it mean if your thoughts always end up in circular reasoning?,e.g. impossible <=> psychotic <=> evil <=> soulless <=? impossible,Arts & Humanities,Opiniones
20150927094920AA3VKON,What does it cost my stock broker for me to make a trade?,"I currently use TDAmeritrade because I love the ThinkorSwim platform but I'm curious about what it costs TD for me to make a trade online? They charge me $10 in commissions for any trade (Size does not matter) while other brokers charge as much as half of that...How much could it really cost them for me to make a trade if millions of trades are happening everyday? Disclaimer: TDAmeritrade has been nothing but good to me and I am not here to bash them in anyway, just curious.",Business & Finance,Particulares
20150927125807AAm2dvR,"""Banquet"" Macaroni And Cheese?","How do I make ""Banquet"" meal mac and cheese taste better? It's kind of watery and flavorless....",Food & Drink,Otros
20150927163231AApp7nA,IP address?,"Since the IP address changes, how do a site block a certain computer or network from visting.",Computers & Internet,Otros
